,Unnamed: 0,newId,id,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,result,main_id,main_seed,main_entry,main_name,main_hand,main_ht,main_ioc,main_age,opp_id,opp_seed,opp_entry,opp_name,opp_hand,opp_ht,opp_ioc,opp_age,score,best_of,round,roundNum,minutes,main_ace,main_df,main_svpt,main_1stIn,main_1stWon,main_2ndWon,main_ptsWonSrv,main_ptsWonRei,main_SvGms,main_bpSaved,main_bpFaced,main_1stInPct,main_dfPct,main_1stWonPct,main_2ndWonPct,main_1stOppPct,main_2ndOppPct,opp_ace,opp_df,opp_svpt,opp_1stIn,opp_1stWon,opp_2ndWon,opp_ptsWonSrv,opp_ptsWonRei,opp_SvGms,opp_bpSaved,opp_bpFaced,opp_1stWonPct,opp_2ndWonPct,opp_1stOppPct,opp_2ndOppPct,main_rank,main_rank_points,opp_rank,opp_rank_points,rank_diff,sample,pct1stSrv,pct1stSrvWon,pct2ndSrvWon,pctOpp1stSrvWon,pctOpp2ndSrvWon,AcesPerSrv,DFPerSrv,BPSaved,BPCon,AvgOppRank,AvgOppRankPts,accuracy,mAvgRank,check
584,540,2023-0544300FL,2023-0544300F,2023-0544,Montevideo CH,Clay,,,2023-11-13,300.0,L,106329.0,,,Thiago Monteiro,L,183.0,BRA,29.4,207680.0,4.0,,Facundo Diaz Acosta,L,183.0,ARG,22.9,6-3 4-3 RET,3.0,F,1,97.0,3.0,1.0,49.0,29.0,19.0,11.0,30.0,14.0,8.0,1.0,3.0,0.591836735,,0.655172414,0.55,0.15625,0.409090909,3.0,0.0,54.0,32.0,27.0,13.0,40.0,19.0,8.0,2.0,2.0,0.84375,0.590909091,0.344827586,0.45,131.0,485.0,111.0,575.0,20.0,80.0,0.632692778,0.659118652,0.448413225,0.368459285,0.544414773,,,,,267.6367153,299.9777194,,200.593792,Thiago MonteiroFacundo Diaz AcostaF4954
585,541,2023-0544300FW,2023-0544300F,2023-0544,Montevideo CH,Clay,,,2023-11-13,300.0,W,207680.0,4.0,,Facundo Diaz Acosta,L,183.0,ARG,22.9,106329.0,,,Thiago Monteiro,L,183.0,BRA,29.4,6-3 4-3 RET,3.0,F,1,97.0,3.0,0.0,54.0,32.0,27.0,13.0,40.0,19.0,8.0,2.0,2.0,0.592592593,,0.84375,0.590909091,0.344827586,0.45,3.0,1.0,49.0,29.0,19.0,11.0,30.0,14.0,8.0,1.0,3.0,0.655172414,0.55,0.15625,0.409090909,111.0,575.0,131.0,485.0,-20.0,102.0,0.630584989,0.722393926,0.511592877,0.317462032,0.559611231,,,,,200.593792,434.788861,,267.6367153,Facundo Diaz AcostaThiago MonteiroF5449
586,542,2023-0605300FL,2023-0605300F,2023-0605,Tour Finals,Hard,,,2023-11-13,300.0,L,206173.0,4.0,,Jannik Sinner,R,188.0,ITA,22.2,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,36.4,6-3 6-3,3.0,F,1,103.0,8.0,1.0,74.0,49.0,28.0,12.0,40.0,8.0,9.0,5.0,8.0,0.662162162,,0.571428571,0.48,0.09375,0.357142857,13.0,0.0,46.0,32.0,29.0,9.0,38.0,34.0,9.0,2.0,2.0,0.90625,0.642857143,0.428571429,0.52,4.0,5490.0,1.0,9945.0,3.0,101.0,0.624399533,0.779182144,0.57396535,0.294027393,0.569709699,,,,,32.06133874,3076.947665,,31.99407869,Jannik SinnerNovak DjokovicF7446
587,543,2023-0605300FW,2023-0605300F,2023-0605,Tour Finals,Hard,,,2023-11-13,300.0,W,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,36.4,206173.0,4.0,,Jannik Sinner,R,188.0,ITA,22.2,6-3 6-3,3.0,F,1,103.0,13.0,0.0,46.0,32.0,29.0,9.0,38.0,34.0,9.0,2.0,2.0,0.695652174,,0.90625,0.642857143,0.428571429,0.52,8.0,1.0,74.0,49.0,28.0,12.0,40.0,8.0,9.0,5.0,8.0,0.571428571,0.48,0.09375,0.357142857,1.0,9945.0,4.0,5490.0,-3.0,106.0,0.617369223,0.774591282,0.559363902,0.308837179,0.528517059,,,,,31.99407869,3017.340677,,32.06133874,Novak DjokovicJannik SinnerF4674
588,544,2023-0637300FL,2023-0637300F,2023-0637,Champaign CH,Hard,,,2023-11-13,300.0,L,210506.0,2.0,,Alex Michelsen,U,,USA,19.2,200516.0,7.0,,Patrick Kypson,R,188.0,USA,24.0,6-4 6-3,3.0,F,1,77.0,2.0,3.0,61.0,41.0,26.0,8.0,34.0,21.0,10.0,2.0,6.0,0.672131148,,0.634146341,0.4,0.279069767,0.5625,4.0,1.0,59.0,43.0,31.0,7.0,38.0,27.0,9.0,4.0,5.0,0.720930233,0.4375,0.365853659,0.6,99.0,619.0,239.0,252.0,-140.0,56.0,0.618161123,0.787886546,0.48260271,0.282884607,0.532546138,,,,,385.819347,234.26266,,331.4135996,Alex MichelsenPatrick KypsonF6159
589,545,2023-0637300FW,2023-0637300F,2023-0637,Champaign CH,Hard,,,2023-11-13,300.0,W,200516.0,7.0,,Patrick Kypson,R,188.0,USA,24.0,210506.0,2.0,,Alex Michelsen,U,,USA,19.2,6-4 6-3,3.0,F,1,77.0,4.0,1.0,59.0,43.0,31.0,7.0,38.0,27.0,9.0,4.0,5.0,0.728813559,,0.720930233,0.4375,0.365853659,0.6,2.0,3.0,61.0,41.0,26.0,8.0,34.0,21.0,10.0,2.0,6.0,0.634146341,0.4,0.279069767,0.5625,239.0,252.0,99.0,619.0,140.0,77.0,0.677253408,0.7414776,0.539676047,0.300136139,0.53782611,,,,,331.4135996,258.7540317,,385.819347,Patrick KypsonAlex MichelsenF5961
590,546,2023-2899300FL,2023-2899300F,2023-2899,Danderyd CH,Hard,,,2023-11-13,300.0,L,206909.0,8.0,,Brandon Nakashima,R,185.0,USA,22.2,109739.0,2.0,,Maximilian Marterer,L,191.0,GER,28.4,2-6 6-4 6-3,3.0,F,1,128.0,8.0,2.0,80.0,47.0,36.0,17.0,53.0,34.0,13.0,9.0,11.0,0.5875,,0.765957447,0.515151515,0.229166667,0.522727273,9.0,2.0,92.0,48.0,37.0,21.0,58.0,27.0,14.0,5.0,7.0,0.770833333,0.477272727,0.234042553,0.484848485,143.0,434.0,100.0,616.0,43.0,111.0,0.610160821,0.759543217,0.56488443,0.251078303,0.555477471,,,,,207.3828289,401.7975257,,122.0299913,Brandon NakashimaMaximilian MartererF8092
591,547,2023-2899300FW,2023-2899300F,2023-2899,Danderyd CH,Hard,,,2023-11-13,300.0,W,109739.0,2.0,,Maximilian Marterer,L,191.0,GER,28.4,206909.0,8.0,,Brandon Nakashima,R,185.0,USA,22.2,2-6 6-4 6-3,3.0,F,1,128.0,9.0,2.0,92.0,48.0,37.0,21.0,58.0,27.0,14.0,5.0,7.0,0.52173913,,0.770833333,0.477272727,0.234042553,0.484848485,8.0,2.0,80.0,47.0,36.0,17.0,53.0,34.0,13.0,9.0,11.0,0.765957447,0.515151515,0.229166667,0.522727273,100.0,616.0,143.0,434.0,-43.0,66.0,0.627571313,0.755899896,0.537782666,0.317331353,0.515889226,,,,,122.0299913,796.3037446,,207.3828289,Maximilian MartererBrandon NakashimaF9280
592,548,2023-7235300FL,2023-7235300F,2023-7235,Drummondville CH,Hard,,,2023-11-13,300.0,L,105902.0,2.0,,James Duckworth,R,183.0,AUS,31.8,200267.0,6.0,,Zizou Bergs,R,185.0,BEL,24.4,6-4 7-5,3.0,F,1,80.0,5.0,3.0,72.0,49.0,30.0,10.0,40.0,19.0,11.0,6.0,10.0,0.680555556,,0.612244898,0.434782609,0.19047619,0.55,10.0,1.0,62.0,42.0,34.0,9.0,43.0,32.0,11.0,3.0,5.0,0.80952381,0.45,0.387755102,0.565217391,113.0,553.0,174.0,358.0,-61.0,62.0,0.637252035,0.753491317,0.563028484,0.318405584,0.509461119,,,,,393.8162665,371.9321385,,307.6924186,James DuckworthZizou BergsF7262
593,549,2023-7235300FW,2023-7235300F,2023-7235,Drummondville CH,Hard,,,2023-11-13,300.0,W,200267.0,6.0,,Zizou Bergs,R,185.0,BEL,24.4,105902.0,2.0,,James Duckworth,R,183.0,AUS,31.8,6-4 7-5,3.0,F,1,80.0,10.0,1.0,62.0,42.0,34.0,9.0,43.0,32.0,11.0,3.0,5.0,0.677419355,,0.80952381,0.45,0.387755102,0.565217391,5.0,3.0,72.0,49.0,30.0,10.0,40.0,19.0,11.0,6.0,10.0,0.612244898,0.434782609,0.19047619,0.55,174.0,358.0,113.0,553.0,61.0,131.0,0.600242713,0.762908138,0.573696855,0.291945587,0.529477121,,,,,307.6924186,280.2430095,,393.8162665,Zizou BergsJames DuckworthF6272
594,550,2023-7397300FL,2023-7397300F,2023-7397,Kobe CH,Hard,,,2023-11-13,300.0,L,200647.0,5.0,,Sho Shimabukuro,U,,JPN,26.2,207213.0,,,Duje Ajdukovic,R,185.0,CRO,22.7,6-4 6-2,3.0,F,1,85.0,0.0,4.0,48.0,22.0,14.0,11.0,25.0,25.0,9.0,5.0,10.0,0.458333333,,0.636363636,0.423076923,0.348837209,0.476190476,4.0,0.0,64.0,43.0,28.0,11.0,39.0,23.0,9.0,8.0,10.0,0.651162791,0.523809524,0.363636364,0.576923077,155.0,396.0,172.0,359.0,-17.0,90.0,0.626757137,0.714653005,0.507854784,0.331007288,0.544594145,,,,,314.1516517,271.0239763,,201.6385344,Sho ShimabukuroDuje AjdukovicF4864
595,551,2023-7397300FW,2023-7397300F,2023-7397,Kobe CH,Hard,,,2023-11-13,300.0,W,207213.0,,,Duje Ajdukovic,R,185.0,CRO,22.7,200647.0,5.0,,Sho Shimabukuro,U,,JPN,26.2,6-4 6-2,3.0,F,1,85.0,4.0,0.0,64.0,43.0,28.0,11.0,39.0,23.0,9.0,8.0,10.0,0.671875,,0.651162791,0.523809524,0.363636364,0.576923077,0.0,4.0,48.0,22.0,14.0,11.0,25.0,25.0,9.0,5.0,10.0,0.636363636,0.423076923,0.348837209,0.476190476,172.0,359.0,155.0,396.0,17.0,64.0,0.557355788,0.748596523,0.539797066,0.290583624,0.546137013,,,,,201.6385344,439.8664536,,314.1516517,Duje AjdukovicSho ShimabukuroF6448
596,552,2023-0544298SFL,2023-0544298SF,2023-0544,Montevideo CH,Clay,,,2023-11-13,298.0,L,106198.0,6.0,,Hugo Dellien,R,180.0,BOL,30.4,106329.0,,,Thiago Monteiro,L,183.0,BRA,29.4,7-6(1) 1-6 6-3,3.0,SF,3,151.0,1.0,3.0,88.0,62.0,36.0,14.0,50.0,47.0,14.0,5.0,9.0,0.704545455,,0.580645161,0.538461538,0.409836066,0.468085106,4.0,3.0,108.0,61.0,36.0,25.0,61.0,38.0,14.0,8.0,13.0,0.590163934,0.531914894,0.419354839,0.461538462,112.0,561.0,131.0,485.0,-19.0,100.0,0.636248269,0.732497996,0.509297791,0.310010429,0.564301049,,,,,205.1283525,428.3289044,,227.8189771,Hugo DellienThiago MonteiroSF88108
597,553,2023-0544298SFW,2023-0544298SF,2023-0544,Montevideo CH,Clay,,,2023-11-13,298.0,W,106329.0,,,Thiago Monteiro,L,183.0,BRA,29.4,106198.0,6.0,,Hugo Dellien,R,180.0,BOL,30.4,7-6(1) 1-6 6-3,3.0,SF,3,151.0,4.0,3.0,108.0,61.0,36.0,25.0,61.0,38.0,14.0,8.0,13.0,0.564814815,,0.590163934,0.531914894,0.419354839,0.461538462,1.0,3.0,88.0,62.0,36.0,14.0,50.0,47.0,14.0,5.0,9.0,0.580645161,0.538461538,0.409836066,0.468085106,131.0,485.0,112.0,561.0,19.0,87.0,0.729761856,0.639259673,0.494045888,0.351052526,0.543033186,,,,,227.8189771,346.517418,,205.1283525,Thiago MonteiroHugo DellienSF10888
598,554,2023-0544299SFL,2023-0544299SF,2023-0544,Montevideo CH,Clay,,,2023-11-13,299.0,L,208361.0,,,Gustavo Heide,U,,BRA,21.7,207680.0,4.0,,Facundo Diaz Acosta,L,183.0,ARG,22.9,4-6 6-3 7-5,3.0,SF,3,172.0,4.0,4.0,109.0,61.0,44.0,20.0,64.0,41.0,15.0,8.0,12.0,0.559633028,,0.721311475,0.416666667,0.28,0.625,3.0,6.0,107.0,75.0,54.0,12.0,66.0,45.0,16.0,9.0,12.0,0.72,0.375,0.278688525,0.583333333,270.0,214.0,111.0,575.0,159.0,78.0,0.624491552,0.650960236,0.455402323,0.378762922,0.538846575,,,,,267.4593975,306.4286478,,437.4140058,Gustavo HeideFacundo Diaz AcostaSF109107
599,555,2023-0544299SFW,2023-0544299SF,2023-0544,Montevideo CH,Clay,,,2023-11-13,299.0,W,207680.0,4.0,,Facundo Diaz Acosta,L,183.0,ARG,22.9,208361.0,,,Gustavo Heide,U,,BRA,21.7,4-6 6-3 7-5,3.0,SF,3,172.0,3.0,6.0,107.0,75.0,54.0,12.0,66.0,45.0,16.0,9.0,12.0,0.700934579,,0.72,0.375,0.278688525,0.583333333,4.0,4.0,109.0,61.0,44.0,20.0,64.0,41.0,15.0,8.0,12.0,0.721311475,0.416666667,0.28,0.625,111.0,575.0,270.0,214.0,-159.0,46.0,0.551404126,0.694084124,0.537182547,0.362609065,0.558016412,,,,,437.4140058,172.5649794,,267.4593975,Facundo Diaz AcostaGustavo HeideSF107109
600,556,2023-0605298SFL,2023-0605298SF,2023-0605,Tour Finals,Hard,,,2023-11-13,298.0,L,207989.0,2.0,,Carlos Alcaraz,R,185.0,ESP,20.5,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,36.4,6-3 6-2,3.0,SF,3,88.0,10.0,1.0,56.0,47.0,29.0,3.0,32.0,15.0,8.0,5.0,8.0,0.839285714,,0.617021277,0.333333333,0.189189189,0.444444444,2.0,1.0,55.0,37.0,30.0,10.0,40.0,24.0,9.0,4.0,4.0,0.810810811,0.555555556,0.382978723,0.666666667,2.0,8455.0,1.0,9945.0,1.0,99.0,0.622487879,0.777770982,0.574612375,0.289588644,0.56791994,,,,,33.67973099,2787.413046,,37.73540783,Carlos AlcarazNovak DjokovicSF5655
601,557,2023-0605298SFW,2023-0605298SF,2023-0605,Tour Finals,Hard,,,2023-11-13,298.0,W,104925.0,1.0,,Novak Djokovic,R,188.0,SRB,36.4,207989.0,2.0,,Carlos Alcaraz,R,185.0,ESP,20.5,6-3 6-2,3.0,SF,3,88.0,2.0,1.0,55.0,37.0,30.0,10.0,40.0,24.0,9.0,4.0,4.0,0.672727273,,0.810810811,0.555555556,0.382978723,0.666666667,10.0,1.0,56.0,47.0,29.0,3.0,32.0,15.0,8.0,5.0,8.0,0.617021277,0.333333333,0.189189189,0.444444444,1.0,9945.0,2.0,8455.0,-1.0,101.0,0.658037511,0.724411068,0.567872052,0.314946774,0.541677546,,,,,37.73540783,2636.053528,,33.67973099,Novak DjokovicCarlos AlcarazSF5556
602,558,2023-0605299SFL,2023-0605299SF,2023-0605,Tour Finals,Hard,,,2023-11-13,299.0,L,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,27.7,206173.0,4.0,,Jannik Sinner,R,188.0,ITA,22.2,6-3 6-7(4) 6-1,3.0,SF,3,149.0,10.0,2.0,88.0,55.0,44.0,12.0,56.0,33.0,13.0,4.0,7.0,0.625,,0.8,0.363636364,0.166666667,0.522727273,10.0,2.0,104.0,60.0,50.0,21.0,71.0,32.0,15.0,2.0,2.0,0.833333333,0.477272727,0.2,0.636363636,3.0,7200.0,4.0,5490.0,-1.0,104.0,0.620228371,0.77071723,0.565793267,0.314898779,0.522210318,,,,,33.38734402,2816.349492,,28.35298316,Daniil MedvedevJannik SinnerSF88104
603,559,2023-0605299SFW,2023-0605299SF,2023-0605,Tour Finals,Hard,,,2023-11-13,299.0,W,206173.0,4.0,,Jannik Sinner,R,188.0,ITA,22.2,106421.0,3.0,,Daniil Medvedev,R,198.0,RUS,27.7,6-3 6-7(4) 6-1,3.0,SF,3,149.0,10.0,2.0,104.0,60.0,50.0,21.0,71.0,32.0,15.0,2.0,2.0,0.576923077,,0.833333333,0.477272727,0.2,0.636363636,10.0,2.0,88.0,55.0,44.0,12.0,56.0,33.0,13.0,4.0,7.0,0.8,0.363636364,0.166666667,0.522727273,4.0,5490.0,3.0,7200.0,1.0,133.0,0.641668457,0.761942265,0.478522737,0.319023703,0.543080036,,,,,28.35298316,3039.250496,,33.38734402,Jannik SinnerDaniil MedvedevSF10488
604,560,2023-0637298SFL,2023-0637298SF,2023-0637,Champaign CH,Hard,,,2023-11-13,298.0,L,208169.0,4.0,,Titouan Droguet,R,,FRA,22.4,210506.0,2.0,,Alex Michelsen,U,,USA,19.2,2-6 6-4 6-3,3.0,SF,3,112.0,5.0,1.0,72.0,50.0,35.0,13.0,48.0,32.0,13.0,1.0,3.0,0.694444444,,0.7,0.590909091,0.295774648,0.5,2.0,0.0,93.0,71.0,50.0,11.0,61.0,24.0,14.0,6.0,8.0,0.704225352,0.5,0.3,0.409090909,169.0,376.0,99.0,619.0,70.0,75.0,0.668770198,0.745661241,0.542460501,0.300147445,0.544385376,,,,,343.1977825,250.2470597,,263.4593018,Titouan DroguetAlex MichelsenSF7293
605,561,2023-0637298SFW,2023-0637298SF,2023-0637,Champaign CH,Hard,,,2023-11-13,298.0,W,210506.0,2.0,,Alex Michelsen,U,,USA,19.2,208169.0,4.0,,Titouan Droguet,R,,FRA,22.4,2-6 6-4 6-3,3.0,SF,3,112.0,2.0,0.0,93.0,71.0,50.0,11.0,61.0,24.0,14.0,6.0,8.0,0.76344086,,0.704225352,0.5,0.3,0.409090909,5.0,1.0,72.0,50.0,35.0,13.0,48.0,32.0,13.0,1.0,3.0,0.7,0.590909091,0.295774648,0.5,99.0,619.0,169.0,376.0,-70.0,54.0,0.593917906,0.75474377,0.498683457,0.296461942,0.479637221,,,,,263.4593018,310.0492238,,343.1977825,Alex MichelsenTitouan DroguetSF9372
606,562,2023-0637299SFL,2023-0637299SF,2023-0637,Champaign CH,Hard,,,2023-11-13,299.0,L,210319.0,,WC,Ethan Quinn,U,,USA,19.6,200516.0,7.0,,Patrick Kypson,R,188.0,USA,24.0,6-4 6-2,3.0,SF,3,78.0,3.0,4.0,64.0,40.0,24.0,11.0,35.0,18.0,9.0,3.0,6.0,0.625,,0.6,0.458333333,0.230769231,0.529411765,9.0,0.0,56.0,39.0,30.0,8.0,38.0,29.0,9.0,2.0,2.0,0.769230769,0.470588235,0.4,0.541666667,374.0,127.0,239.0,252.0,135.0,54.0,0.611450134,0.789699828,0.483419674,0.270371813,0.531650715,,,,,387.1254088,246.1154009,,339.2725228,Ethan QuinnPatrick KypsonSF6456
607,563,2023-0637299SFW,2023-0637299SF,2023-0637,Champaign CH,Hard,,,2023-11-13,299.0,W,200516.0,7.0,,Patrick Kypson,R,188.0,USA,24.0,210319.0,,WC,Ethan Quinn,U,,USA,19.6,6-4 6-2,3.0,SF,3,78.0,9.0,0.0,56.0,39.0,30.0,8.0,38.0,29.0,9.0,2.0,2.0,0.696428571,,0.769230769,0.470588235,0.4,0.541666667,3.0,4.0,64.0,40.0,24.0,11.0,35.0,18.0,9.0,3.0,6.0,0.6,0.458333333,0.230769231,0.529411765,239.0,252.0,374.0,127.0,-135.0,47.0,0.595795901,0.719703215,0.51421163,0.319231986,0.547243398,,,,,339.2725228,235.661934,,387.1254088,Patrick KypsonEthan QuinnSF5664
608,564,2023-2899298SFL,2023-2899298SF,2023-2899,Danderyd CH,Hard,,,2023-11-13,298.0,L,207925.0,3.0,,Flavio Cobolli,R,,ITA,21.5,109739.0,2.0,,Maximilian Marterer,L,191.0,GER,28.4,6-2 6-0,3.0,SF,3,64.0,3.0,3.0,41.0,21.0,12.0,5.0,17.0,16.0,7.0,3.0,8.0,0.512195122,,0.571428571,0.25,0.185185185,0.523809524,4.0,1.0,48.0,27.0,22.0,10.0,32.0,24.0,7.0,5.0,5.0,0.814814815,0.476190476,0.428571429,0.75,98.0,619.0,100.0,616.0,-2.0,109.0,0.612333551,0.757564493,0.568928112,0.245785765,0.546591614,,,,,211.8945645,392.8385315,,238.4127546,Flavio CobolliMaximilian MartererSF4148
609,565,2023-2899298SFW,2023-2899298SF,2023-2899,Danderyd CH,Hard,,,2023-11-13,298.0,W,109739.0,2.0,,Maximilian Marterer,L,191.0,GER,28.4,207925.0,3.0,,Flavio Cobolli,R,,ITA,21.5,6-2 6-0,3.0,SF,3,64.0,4.0,1.0,48.0,27.0,22.0,10.0,32.0,24.0,7.0,5.0,5.0,0.5625,,0.814814815,0.476190476,0.428571429,0.75,3.0,3.0,41.0,21.0,12.0,5.0,17.0,16.0,7.0,3.0,8.0,0.571428571,0.25,0.185185185,0.523809524,100.0,616.0,98.0,619.0,2.0,115.0,0.530559195,0.710727917,0.532476106,0.320670299,0.512996228,,,,,238.4127546,332.63583,,211.8945645,Maximilian MartererFlavio CobolliSF4841
610,566,2023-2899299SFL,2023-2899299SF,2023-2899,Danderyd CH,Hard,,,2023-11-13,299.0,L,210696.0,,Q,Alexander Blockx,U,,BEL,18.5,206909.0,8.0,,Brandon Nakashima,R,185.0,USA,22.2,6-1 6-2,3.0,SF,3,62.0,2.0,1.0,49.0,28.0,11.0,11.0,22.0,13.0,7.0,7.0,12.0,0.571428571,,0.392857143,0.523809524,0.2,0.409090909,1.0,2.0,42.0,20.0,16.0,13.0,29.0,27.0,8.0,1.0,2.0,0.8,0.590909091,0.607142857,0.476190476,412.0,111.0,143.0,434.0,269.0,64.0,0.634407836,0.754418356,0.534334763,0.303299971,0.518128595,,,,,101.2580534,845.3953277,,250.0280254,Alexander BlockxBrandon NakashimaSF4942
611,567,2023-2899299SFW,2023-2899299SF,2023-2899,Danderyd CH,Hard,,,2023-11-13,299.0,W,206909.0,8.0,,Brandon Nakashima,R,185.0,USA,22.2,210696.0,,Q,Alexander Blockx,U,,BEL,18.5,6-1 6-2,3.0,SF,3,62.0,1.0,2.0,42.0,20.0,16.0,13.0,29.0,27.0,8.0,1.0,2.0,0.476190476,,0.8,0.590909091,0.607142857,0.476190476,2.0,1.0,49.0,28.0,11.0,11.0,22.0,13.0,7.0,7.0,12.0,0.392857143,0.523809524,0.2,0.409090909,143.0,434.0,412.0,111.0,-269.0,12.0,0.644244086,0.715869696,0.504938027,0.366774408,0.561113778,,,,,250.0280254,350.9223578,,101.2580534,Brandon NakashimaAlexander BlockxSF4249
612,568,2023-7235298SFL,2023-7235298SF,2023-7235,Drummondville CH,Hard,,,2023-11-13,298.0,L,111454.0,,,Li Tu,R,180.0,AUS,27.4,105902.0,2.0,,James Duckworth,R,183.0,AUS,31.8,6-4 6-3,3.0,SF,3,61.0,6.0,2.0,53.0,31.0,25.0,7.0,32.0,11.0,9.0,2.0,5.0,0.58490566,,0.806451613,0.318181818,0.175,0.4,6.0,0.0,50.0,40.0,33.0,6.0,39.0,21.0,10.0,0.0,1.0,0.825,0.6,0.193548387,0.681818182,271.0,214.0,113.0,553.0,158.0,129.0,0.594174891,0.760383334,0.573260852,0.294849495,0.524653541,,,,,309.1485766,282.8718983,,339.0587377,Li TuJames DuckworthSF5350
613,569,2023-7235298SFW,2023-7235298SF,2023-7235,Drummondville CH,Hard,,,2023-11-13,298.0,W,105902.0,2.0,,James Duckworth,R,183.0,AUS,31.8,111454.0,,,Li Tu,R,180.0,AUS,27.4,6-4 6-3,3.0,SF,3,61.0,6.0,0.0,50.0,40.0,33.0,6.0,39.0,21.0,10.0,0.0,1.0,0.8,,0.825,0.6,0.193548387,0.681818182,6.0,2.0,53.0,31.0,25.0,7.0,32.0,11.0,9.0,2.0,5.0,0.806451613,0.318181818,0.175,0.4,113.0,553.0,271.0,214.0,-158.0,60.0,0.593698004,0.75060051,0.53896449,0.28480089,0.530120771,,,,,339.0587377,287.4911274,,309.1485766,James DuckworthLi TuSF5053
616,572,2023-7397298SFL,2023-7397298SF,2023-7397,Kobe CH,Hard,,,2023-11-13,298.0,L,208134.0,3.0,,Luca Nardi,R,185.0,ITA,20.2,200647.0,5.0,,Sho Shimabukuro,U,,JPN,26.2,6-2 6-2,3.0,SF,3,59.0,3.0,5.0,50.0,31.0,19.0,6.0,25.0,7.0,8.0,3.0,7.0,0.62,,0.612903226,0.315789474,0.19047619,0.166666667,1.0,1.0,39.0,21.0,17.0,15.0,32.0,25.0,8.0,0.0,0.0,0.80952381,0.833333333,0.387096774,0.684210526,128.0,503.0,155.0,396.0,-27.0,62.0,0.558449876,0.745111466,0.521702989,0.283228952,0.536210306,,,,,209.6182861,433.0250623,,237.3944376,Luca NardiSho ShimabukuroSF5039
617,573,2023-7397298SFW,2023-7397298SF,2023-7397,Kobe CH,Hard,,,2023-11-13,298.0,W,200647.0,5.0,,Sho Shimabukuro,U,,JPN,26.2,208134.0,3.0,,Luca Nardi,R,185.0,ITA,20.2,6-2 6-2,3.0,SF,3,59.0,1.0,1.0,39.0,21.0,17.0,15.0,32.0,25.0,8.0,0.0,0.0,0.538461538,,0.80952381,0.833333333,0.387096774,0.684210526,3.0,5.0,50.0,31.0,19.0,6.0,25.0,7.0,8.0,3.0,7.0,0.612903226,0.315789474,0.19047619,0.166666667,155.0,396.0,128.0,503.0,27.0,88.0,0.651162047,0.729490567,0.545783541,0.301686422,0.54916567,,,,,237.3944376,377.6288362,,209.6182861,Sho ShimabukuroLuca NardiSF3950
618,574,2023-7397299SFL,2023-7397299SF,2023-7397,Kobe CH,Hard,,,2023-11-13,299.0,L,126555.0,,,Tung Lin Wu,R,188.0,TPE,25.5,207213.0,,,Duje Ajdukovic,R,185.0,CRO,22.7,7-5 5-7 6-3,3.0,SF,3,126.0,3.0,1.0,89.0,66.0,40.0,16.0,56.0,37.0,16.0,4.0,8.0,0.741573034,,0.606060606,0.695652174,0.305084746,0.452380952,4.0,2.0,101.0,59.0,41.0,23.0,64.0,33.0,17.0,6.0,9.0,0.694915254,0.547619048,0.393939394,0.304347826,230.0,269.0,172.0,359.0,58.0,88.0,0.632547595,0.717226581,0.501174697,0.321766216,0.565389131,,,,,319.2821162,271.1473719,,287.9936236,Tung Lin WuDuje AjdukovicSF89101
619,575,2023-7397299SFW,2023-7397299SF,2023-7397,Kobe CH,Hard,,,2023-11-13,299.0,W,207213.0,,,Duje Ajdukovic,R,185.0,CRO,22.7,126555.0,,,Tung Lin Wu,R,188.0,TPE,25.5,7-5 5-7 6-3,3.0,SF,3,126.0,4.0,2.0,101.0,59.0,41.0,23.0,64.0,33.0,17.0,6.0,9.0,0.584158416,,0.694915254,0.547619048,0.393939394,0.304347826,3.0,1.0,89.0,66.0,40.0,16.0,56.0,37.0,16.0,4.0,8.0,0.606060606,0.695652174,0.305084746,0.452380952,172.0,359.0,230.0,269.0,-58.0,61.0,0.68548887,0.70319439,0.534126578,0.327384181,0.485602171,,,,,287.9936236,263.2458586,,319.2821162,Duje AjdukovicTung Lin WuSF10189
620,576,2023-0544294QFL,2023-0544294QF,2023-0544,Montevideo CH,Clay,,,2023-11-13,294.0,L,200116.0,,,Camilo Ugo Carabelli,R,,ARG,24.4,106329.0,,,Thiago Monteiro,L,183.0,BRA,29.4,6-1 4-6 6-4,3.0,QF,4,148.0,4.0,7.0,99.0,53.0,37.0,16.0,53.0,34.0,14.0,3.0,9.0,0.535353535,,0.698113208,0.347826087,0.254237288,0.678571429,3.0,2.0,87.0,59.0,44.0,9.0,53.0,46.0,13.0,5.0,8.0,0.745762712,0.321428571,0.301886792,0.652173913,144.0,428.0,131.0,485.0,13.0,98.0,0.633127035,0.731443468,0.521554981,0.310625519,0.556161446,,,,,208.4259107,428.3466471,,267.5212161,Camilo Ugo CarabelliThiago MonteiroQF9987
